cell_clean,cell.x,integration_cluster,cell.y,cell_type,sample_type
X121896114219299.N,X121896114219299_X_.N,1,X121896114219299.N,Effector/Memory CD4+ T cells,N
X121955391782300.N,X121955391782300_X_.N,6,X121955391782300.N,Natural killer cell,N
X121955392018331.N,X121955392018331_X_.N,3,X121955392018331.N,Pro-angiogenesis Macrophage,N
X121955392019750.N,X121955392019750_X_.N,6,X121955392019750.N,Natural killer cell,N
X121955392374627.N,X121955392374627_X_.N,1,X121955392374627.N,CD8 T or NK cell,N
X121955406793005.T,X121955406793005_Y_.T,0,X121955406793005.T,CD4+ T cell,T
X121955406990574.N,X121955406990574_X_.N,4,X121955406990574.N,Macrophage,N
X121955407055148.N,X121955407055148_X_.N,3,X121955407055148.N,Pro-angiogenesis Macrophage,N
X121955407318243.N,X121955407318243_X_.N,6,X121955407318243.N,Natural killer cell,N
X121955419313963.N,X121955419313963_X_.N,3,X121955419313963.N,Pro-angiogenesis Macrophage,N
X121955437918638.T,X121955437918638_Y_.T,0,X121955437918638.T,CD4+ T cell,T
X121955437922667.N,X121955437922667_X_.N,2,X121955437922667.N,Pro-angiogenesis Macrophage,N
X121955437956382.T,X121955437956382_Y_.T,8,X121955437956382.T,Pancreatic Cancer Cell,T
X121955438455086.N,X121955438455086_X_.N,1,X121955438455086.N,Effector/Memory CD8+ T cells,N
X121955438520092.N,X121955438520092_X_.N,7,X121955438520092.N,Pro-inflammatory Macrophage,N
X121965726587828.N,X121965726587828_X_.N,6,X121965726587828.N,Natural killer cell,N
X121965727037214.N,X121965727037214_X_.N,3,X121965727037214.N,Pro-angiogenesis Macrophage,N
X121965727108389.T,X121965727108389_Y_.T,1,X121965727108389.T,T or NK Cell,T
X121965727303412.T,X121965727303412_Y_.T,5,X121965727303412.T,B Cell,T
X121965727303515.T,X121965727303515_Y_.T,1,X121965727303515.T,Exhausted CD8+ T cells,T
X121965741295475.N,X121965741295475_X_.N,2,X121965741295475.N,Pro-angiogenesis Macrophage,N
X121965741304547.N,X121965741304547_X_.N,13,X121965741304547.N,Lung Cancer Cell,N
X121965741305141.T,X121965741305141_Y_.T,9,X121965741305141.T,CD4 or CD8 T cell,T
X121965741488054.N,X121965741488054_X_.N,0,X121965741488054.N,Effector/Memory CD4+ T cells,N
X121965741493678.T,X121965741493678_Y_.T,14,X121965741493678.T,Mast cell,T
X121965741497068.T,X121965741497068_Y_.T,0,X121965741497068.T,CD4+ T cell,T
X121965741521333.N,X121965741521333_X_.N,3,X121965741521333.N,Pro-angiogenesis Macrophage,N
X121965741525413.N,X121965741525413_X_.N,3,X121965741525413.N,Pro-angiogenesis Macrophage,N
X121965741987740.T,X121965741987740_Y_.T,1,X121965741987740.T,Exhausted CD8+ T cells,T
X121965753887134.T,X121965753887134_Y_.T,3,X121965753887134.T,Macrophage,T
X121965754042293.N,X121965754042293_X_.N,3,X121965754042293.N,Pro-angiogenesis Macrophage,N
X121965754137894.N,X121965754137894_X_.N,2,X121965754137894.N,Pro-angiogenesis Macrophage,N
X121965754146030.N,X121965754146030_X_.N,3,X121965754146030.N,Pro-angiogenesis Macrophage,N
X121965772986205.N,X121965772986205_X_.N,3,X121965772986205.N,Pro-angiogenesis Macrophage,N
X121965773482219.N,X121965773482219_X_.N,3,X121965773482219.N,Pro-angiogenesis Macrophage,N
X121965773516075.N,X121965773516075_X_.N,3,X121965773516075.N,Pro-angiogenesis Macrophage,N
X121965773543717.N,X121965773543717_X_.N,8,X121965773543717.N,Lung Cancer Cell,N
X122282749094812.T,X122282749094812_Y_.T,4,X122282749094812.T,Macrophage,T
X122282749642987.N,X122282749642987_X_.N,6,X122282749642987.N,Natural killer cell,N
X122282763536741.T,X122282763536741_Y_.T,0,X122282763536741.T,CD4+ T cell,T
X122282763742627.T,X122282763742627_Y_.T,5,X122282763742627.T,B Cell,T
X122282776350110.N,X122282776350110_X_.N,9,X122282776350110.N,Pro-angiogenesis Macrophage,N
X122282776577901.N,X122282776577901_X_.N,0,X122282776577901.N,Effector/Memory CD4+ T cells,N
X122282776677732.N,X122282776677732_X_.N,7,X122282776677732.N,Pro-angiogenesis Macrophage,N
X122282795482347.N,X122282795482347_X_.N,1,X122282795482347.N,Effector/Memory CD4+ T cells,N
X122282795547374.T,X122282795547374_Y_.T,12,X122282795547374.T,Endothelial Cells,T
X122282795714910.T,X122282795714910_Y_.T,6,X122282795714910.T,Natural killer cell,T
X122293352356075.T,X122293352356075_Y_.T,0,X122293352356075.T,CD4+ T cell,T
X122293352512435.T,X122293352512435_Y_.T,1,X122293352512435.T,Effector/Memory CD8+ T cells,T
X122293352576941.T,X122293352576941_Y_.T,4,X122293352576941.T,Macrophage,T
X122293352851699.T,X122293352851699_Y_.T,1,X122293352851699.T,Exhausted CD8+ T cells,T
X122293352876893.T,X122293352876893_Y_.T,1,X122293352876893.T,Exhausted CD8+ T cells,T
X122293366680350.N,X122293366680350_X_.N,2,X122293366680350.N,Pro-angiogenesis Macrophage,N
X122293366680884.N,X122293366680884_X_.N,2,X122293366680884.N,Pro-angiogenesis Macrophage,N
X122293367269100.N,X122293367269100_X_.N,0,X122293367269100.N,Effector/Memory CD4+ T cells,N
X122293367467251.T,X122293367467251_Y_.T,9,X122293367467251.T,Exhausted CD8+ T cells,T
X122293379291997.N,X122293379291997_X_.N,3,X122293379291997.N,Pro-angiogenesis Macrophage,N
X122293379353518.N,X122293379353518_X_.N,4,X122293379353518.N,Macrophage,N
X122293379516341.N,X122293379516341_X_.N,2,X122293379516341.N,Pro-angiogenesis Macrophage,N
X122293379616174.N,X122293379616174_X_.N,1,X122293379616174.N,Effector/Memory CD8+ T cells,N
X122293379782518.T,X122293379782518_Y_.T,0,X122293379782518.T,Tfh/Th1 helper CD4+ T cells,T
X122293398170549.T,X122293398170549_Y_.T,0,X122293398170549.T,CD4+ T cell,T
X122293398387613.T,X122293398387613_Y_.T,1,X122293398387613.T,CD8+ T cell,T
X122293398396323.N,X122293398396323_X_.N,1,X122293398396323.N,Effector/Memory CD8+ T cells,N
X122293398923102.T,X122293398923102_Y_.T,1,X122293398923102.T,CD4+ T cell,T
X122308384417699.T,X122308384417699_Y_.T,9,X122308384417699.T,T regulatory cells,T
X122308384708340.T,X122308384708340_Y_.T,5,X122308384708340.T,B Cell,T
X122308384962342.T,X122308384962342_Y_.T,0,X122308384962342.T,Effector/Memory CD8+ T cells,T
X122308384995166.N,X122308384995166_X_.N,4,X122308384995166.N,Pro-angiogenesis Macrophage,N
X122308385199915.T,X122308385199915_Y_.T,0,X122308385199915.T,CD4+ T cell,T
X122308385204077.N,X122308385204077_X_.N,2,X122308385204077.N,Pro-angiogenesis Macrophage,N
X122308399130486.T,X122308399130486_Y_.T,5,X122308399130486.T,B Cell,T
X122308399847652.N,X122308399847652_X_.N,7,X122308399847652.N,Pro-angiogenesis Macrophage,N
X122308411682091.T,X122308411682091_Y_.T,9,X122308411682091.T,Exhausted CD8+ T cells,T
X122308411931998.N,X122308411931998_X_.N,0,X122308411931998.N,Effector/Memory CD4+ T cells,N
X122308411938603.T,X122308411938603_Y_.T,2,X122308411938603.T,Macrophage,T
X122308412205916.N,X122308412205916_X_.N,4,X122308412205916.N,Pro-angiogenesis Macrophage,N
X122308412488926.N,X122308412488926_X_.N,3,X122308412488926.N,Pro-angiogenesis Macrophage,N
X122308412497140.T,X122308412497140_Y_.T,5,X122308412497140.T,B Cell,T
X122308430876022.T,X122308430876022_Y_.T,2,X122308430876022.T,Macrophage,T
X122308431076772.T,X122308431076772_Y_.T,4,X122308431076772.T,Blood Cell,T
X122308431107892.N,X122308431107892_X_.N,3,X122308431107892.N,Pro-angiogenesis Macrophage,N
X122308431374046.T,X122308431374046_Y_.T,0,X122308431374046.T,CD4+ T cell,T
X122310397705124.T,X122310397705124_Y_.T,0,X122310397705124.T,Effector/Memory CD4+ T cells,T
X122310397709035.T,X122310397709035_Y_.T,0,X122310397709035.T,Tfh/Th1 helper CD4+ T cells,T
X122310397745973.N,X122310397745973_X_.N,3,X122310397745973.N,Pro-angiogenesis Macrophage,N
X122310398458662.T,X122310398458662_Y_.T,2,X122310398458662.T,Phagocytosis Macrophage,T
X122310412888435.N,X122310412888435_X_.N,3,X122310412888435.N,Pro-angiogenesis Macrophage,N
X122310412945628.T,X122310412945628_Y_.T,2,X122310412945628.T,Macrophage,T
X122310413182691.T,X122310413182691_Y_.T,4,X122310413182691.T,Macrophage,T
X122310425004468.T,X122310425004468_Y_.T,1,X122310425004468.T,Exhausted CD8+ T cells,T
X122310425205619.N,X122310425205619_X_.N,2,X122310425205619.N,Pro-angiogenesis Macrophage,N
X122310425241462.N,X122310425241462_X_.N,2,X122310425241462.N,Pro-angiogenesis Macrophage,N
X122310443842806.N,X122310443842806_X_.N,0,X122310443842806.N,Effector/Memory CD4+ T cells,N
X122310444050292.T,X122310444050292_Y_.T,0,X122310444050292.T,CD4+ T cell,T
X122310444369645.N,X122310444369645_X_.N,8,X122310444369645.N,CAFadi,N
X122310444669221.N,X122310444669221_X_.N,1,X122310444669221.N,Effector/Memory CD8+ T cells,N
X122428777949981.N,X122428777949981_X_.N,2,X122428777949981.N,Pro-angiogenesis Macrophage,N
X122428777982388.N,X122428777982388_X_.N,2,X122428777982388.N,Pro-angiogenesis Macrophage,N
X122428777983261.N,X122428777983261_X_.N,0,X122428777983261.N,Effector/Memory CD4+ T cells,N
X122428778499492.T,X122428778499492_Y_.T,1,X122428778499492.T,Exhausted CD8+ T cells,T
X122428792355755.N,X122428792355755_X_.N,0,X122428792355755.N,Effector/Memory CD4+ T cells,N
X122428792393139.T,X122428792393139_Y_.T,8,X122428792393139.T,CAFinfla,T
X122428792429876.T,X122428792429876_Y_.T,7,X122428792429876.T,Phagocytosis Macrophage,T
X122428792687013.T,X122428792687013_Y_.T,4,X122428792687013.T,Phagocytosis Macrophage,T
X122428805048740.T,X122428805048740_Y_.T,1,X122428805048740.T,Exhausted CD8+ T cells,T
X122428805212510.N,X122428805212510_X_.N,2,X122428805212510.N,Pro-angiogenesis Macrophage,N
X122428805278454.N,X122428805278454_X_.N,4,X122428805278454.N,Pro-angiogenesis Macrophage,N
X122428805303006.N,X122428805303006_X_.N,1,X122428805303006.N,Effector/Memory CD8+ T cells,N
X122428805465965.N,X122428805465965_X_.N,11,X122428805465965.N,cDC2,N
X122428805466348.N,X122428805466348_X_.N,7,X122428805466348.N,Pro-angiogenesis Macrophage,N
X122428805565276.T,X122428805565276_Y_.T,8,X122428805565276.T,CAFinfla,T
X122428823813421.N,X122428823813421_X_.N,3,X122428823813421.N,Pro-angiogenesis Macrophage,N
X122428823849780.T,X122428823849780_Y_.T,1,X122428823849780.T,CD8+ T cell,T
X122428823878902.N,X122428823878902_X_.N,6,X122428823878902.N,Natural killer cell,N
X122428824116139.N,X122428824116139_X_.N,2,X122428824116139.N,Pro-angiogenesis Macrophage,N
X122428824672094.T,X122428824672094_Y_.T,9,X122428824672094.T,Macrophage,T
X122428824706277.T,X122428824706277_Y_.T,1,X122428824706277.T,Exhausted CD8+ T cells,T
X122436428412844.T,X122436428412844_Y_.T,7,X122436428412844.T,Macrophage,T
X122436428458213.N,X122436428458213_X_.N,6,X122436428458213.N,Natural killer cell,N
X122436428458419.N,X122436428458419_X_.N,0,X122436428458419.N,Blood Cell,N
X122436428674854.T,X122436428674854_Y_.T,1,X122436428674854.T,Exhausted CD8+ T cells,T
X122436428715822.T,X122436428715822_Y_.T,1,X122436428715822.T,Exhausted CD8+ T cells,T
X122436442839838.N,X122436442839838_X_.N,3,X122436442839838.N,Pro-angiogenesis Macrophage,N
X122436443102107.T,X122436443102107_Y_.T,1,X122436443102107.T,Effector/Memory CD8+ T cells,T
X122436443130157.N,X122436443130157_X_.N,6,X122436443130157.N,Natural killer cell,N
X122436443359133.T,X122436443359133_Y_.T,5,X122436443359133.T,B Cell,T
X122436455459236.T,X122436455459236_Y_.T,0,X122436455459236.T,T regulatory cells,T
X122436455619805.T,X122436455619805_Y_.T,5,X122436455619805.T,B Cell,T
X122436455884643.N,X122436455884643_X_.N,2,X122436455884643.N,Pro-angiogenesis Macrophage,N
X122436456175900.T,X122436456175900_Y_.T,0,X122436456175900.T,T regulatory cells,T
X122436474267445.N,X122436474267445_X_.N,3,X122436474267445.N,Pro-angiogenesis Macrophage,N
X122436474492709.T,X122436474492709_Y_.T,0,X122436474492709.T,Effector/Memory CD8+ T cells,T
X122436474527011.N,X122436474527011_X_.N,2,X122436474527011.N,Pro-angiogenesis Macrophage,N
X122436474760414.N,X122436474760414_X_.N,3,X122436474760414.N,Pro-angiogenesis Macrophage,N
X122436474813685.N,X122436474813685_X_.N,2,X122436474813685.N,Pro-angiogenesis Macrophage,N
X122436474820404.N,X122436474820404_X_.N,5,X122436474820404.N,Blood Cell,N
X122436475079028.N,X122436475079028_X_.N,0,X122436475079028.N,Naive CD4+ T cells,N
X122514677815094.N,X122514677815094_X_.N,6,X122514677815094.N,Natural killer cell,N
X122514677877093.T,X122514677877093_Y_.T,12,X122514677877093.T,Endothelial Cells,T
X122514677905268.N,X122514677905268_X_.N,1,X122514677905268.N,CD4 or CD8 T cell,N
X122514692070619.N,X122514692070619_X_.N,11,X122514692070619.N,cDC1,N
X122514692265692.N,X122514692265692_X_.N,3,X122514692265692.N,Pro-angiogenesis Macrophage,N
X122514692496820.N,X122514692496820_X_.N,2,X122514692496820.N,Pro-angiogenesis Macrophage,N
X122514704586606.T,X122514704586606_Y_.T,0,X122514704586606.T,Blood Cell,T
X122514705107317.T,X122514705107317_Y_.T,8,X122514705107317.T,Normal Tissue Cell,T
X122514705176926.N,X122514705176926_X_.N,3,X122514705176926.N,Pro-angiogenesis Macrophage,N
X122514723237292.N,X122514723237292_X_.N,4,X122514723237292.N,Macrophage,N
X122514723760038.N,X122514723760038_X_.N,8,X122514723760038.N,Lung Cancer Cell,N
X122514723784549.N,X122514723784549_X_.N,1,X122514723784549.N,Natural killer cell,N
X122514723788581.N,X122514723788581_X_.N,13,X122514723788581.N,Lung Cancer Cell,N
X122514724011310.T,X122514724011310_Y_.T,1,X122514724011310.T,Exhausted CD8+ T cells,T
X122514724051227.T,X122514724051227_Y_.T,5,X122514724051227.T,B Cell,T
X125042399537059.T,X125042399537059_Y_.T,1,X125042399537059.T,Effector/Memory CD8+ T cells,T
X125042399762283.T,X125042399762283_Y_.T,5,X125042399762283.T,B Cell,T
X125042399800172.T,X125042399800172_Y_.T,5,X125042399800172.T,B Cell,T
X125042400054507.T,X125042400054507_Y_.T,0,X125042400054507.T,CD4+ T cell,T
X125042414274933.N,X125042414274933_X_.N,0,X125042414274933.N,Effector/Memory CD4+ T cells,N
X125042414546230.T,X125042414546230_Y_.T,4,X125042414546230.T,Blood Cell,T
X125042415061723.T,X125042415061723_Y_.T,1,X125042415061723.T,Exhausted CD8+ T cells,T
X125042426857323.T,X125042426857323_Y_.T,2,X125042426857323.T,Macrophage,T
X125042427017653.N,X125042427017653_X_.N,2,X125042427017653.N,Pro-angiogenesis Macrophage,N
X125042427288478.T,X125042427288478_Y_.T,0,X125042427288478.T,CD4+ T cell,T
X125042427542773.T,X125042427542773_Y_.T,8,X125042427542773.T,CAFmyo,T
X125042427608286.T,X125042427608286_Y_.T,4,X125042427608286.T,CD4+ T cell,T
X125042427641053.T,X125042427641053_Y_.T,1,X125042427641053.T,CD8+ T cell,T
X125042427647909.N,X125042427647909_X_.N,2,X125042427647909.N,Pro-angiogenesis Macrophage,N
X125042445642139.N,X125042445642139_X_.N,3,X125042445642139.N,Pro-angiogenesis Macrophage,N
X125042445667124.N,X125042445667124_X_.N,3,X125042445667124.N,Pro-angiogenesis Macrophage,N
X125042445700012.N,X125042445700012_X_.N,11,X125042445700012.N,cDC1,N
X125042445899557.N,X125042445899557_X_.N,1,X125042445899557.N,Effector/Memory CD8+ T cells,N
X125042445903669.N,X125042445903669_X_.N,1,X125042445903669.N,Effector/Memory CD4+ T cells,N
X125042445937894.N,X125042445937894_X_.N,3,X125042445937894.N,Pro-angiogenesis Macrophage,N
X125197018426203.T,X125197018426203_Y_.T,4,X125197018426203.T,Macrophage,T
X125197018578227.T,X125197018578227_Y_.T,10,X125197018578227.T,CAFmyo,T
X125197018875828.N,X125197018875828_X_.N,7,X125197018875828.N,Macrophage,N
X125197033559862.N,X125197033559862_X_.N,2,X125197033559862.N,Pro-angiogenesis Macrophage,N
X125197033848035.T,X125197033848035_Y_.T,2,X125197033848035.T,Phagocytosis Macrophage,T
X125197033888484.N,X125197033888484_X_.N,0,X125197033888484.N,Effector/Memory CD4+ T cells,N
X125197045688734.T,X125197045688734_Y_.T,1,X125197045688734.T,Exhausted CD8+ T cells,T
X125197046135078.N,X125197046135078_X_.N,3,X125197046135078.N,Pro-angiogenesis Macrophage,N
X125197046398318.T,X125197046398318_Y_.T,5,X125197046398318.T,B Cell,T
X125197064555814.N,X125197064555814_X_.N,1,X125197064555814.N,Effector/Memory CD4+ T cells,N
X125197064723235.N,X125197064723235_X_.N,11,X125197064723235.N,cDC1,N
X125197065316597.N,X125197065316597_X_.N,13,X125197065316597.N,Lung Cancer Cell,N
X125239699586422.T,X125239699586422_Y_.T,0,X125239699586422.T,Effector/Memory CD4+ T cells,T
X125239699590366.N,X125239699590366_X_.N,7,X125239699590366.N,Macrophage,N
X125239699893019.T,X125239699893019_Y_.T,5,X125239699893019.T,B Cell,T
X125239700175221.N,X125239700175221_X_.N,3,X125239700175221.N,Pro-angiogenesis Macrophage,N
X125239700182750.N,X125239700182750_X_.N,2,X125239700182750.N,Phagocytosis Macrophage,N
X125239700417372.T,X125239700417372_Y_.T,1,X125239700417372.T,CD8+ T cell,T
X125239714535726.T,X125239714535726_Y_.T,10,X125239714535726.T,CAFinfla,T
X125239726881637.T,X125239726881637_Y_.T,1,X125239726881637.T,Exhausted CD8+ T cells,T
X125239727156451.N,X125239727156451_X_.N,2,X125239727156451.N,Pro-angiogenesis Macrophage,N
X125239727384371.T,X125239727384371_Y_.T,0,X125239727384371.T,CD4+ T cell,T
X125239746312109.N,X125239746312109_X_.N,0,X125239746312109.N,Blood Cell,N
X125239746480478.T,X125239746480478_Y_.T,0,X125239746480478.T,T regulatory cells,T
X125239746508531.T,X125239746508531_Y_.T,0,X125239746508531.T,T regulatory cells,T
X125239746549989.N,X125239746549989_X_.N,11,X125239746549989.N,cDC2,N
X125247349970851.N,X125247349970851_X_.N,3,X125247349970851.N,Pro-angiogenesis Macrophage,N
X125247350495989.N,X125247350495989_X_.N,4,X125247350495989.N,Macrophage,N
X125247350500653.N,X125247350500653_X_.N,3,X125247350500653.N,Pro-angiogenesis Macrophage,N
X125247350761262.N,X125247350761262_X_.N,1,X125247350761262.N,Effector/Memory CD8+ T cells,N
X125247364712795.N,X125247364712795_X_.N,3,X125247364712795.N,Pro-angiogenesis Macrophage,N
X125247364914587.N,X125247364914587_X_.N,1,X125247364914587.N,Effector/Memory CD4+ T cells,N
X125247364950323.N,X125247364950323_X_.N,0,X125247364950323.N,Effector/Memory CD4+ T cells,N
X125247365003108.T,X125247365003108_Y_.T,4,X125247365003108.T,Macrophage,T
X125247365176155.N,X125247365176155_X_.N,2,X125247365176155.N,Phagocytosis Macrophage,N
X125247377267549.T,X125247377267549_Y_.T,1,X125247377267549.T,Exhausted CD8+ T cells,T
X125247377271726.T,X125247377271726_Y_.T,12,X125247377271726.T,Endothelial Cells,T
X125247377333107.T,X125247377333107_Y_.T,6,X125247377333107.T,Effector/Memory CD8+ T cells,T
X125247377562909.T,X125247377562909_Y_.T,1,X125247377562909.T,Exhausted CD8+ T cells,T
X125247396375332.N,X125247396375332_X_.N,6,X125247396375332.N,Natural killer cell,N
X125247396440805.T,X125247396440805_Y_.T,3,X125247396440805.T,Macrophage,T
X125247396441371.T,X125247396441371_Y_.T,3,X125247396441371.T,Macrophage,T
X125247396632997.T,X125247396632997_Y_.T,7,X125247396632997.T,Macrophage or Dendritic Cell,T
X125247396669742.N,X125247396669742_X_.N,0,X125247396669742.N,Blood Cell,N
X125247396957429.T,X125247396957429_Y_.T,1,X125247396957429.T,Exhausted CD8+ T cells,T
X125677920439222.N,X125677920439222_X_.N,3,X125677920439222.N,Pro-angiogenesis Macrophage,N
X125677920446699.N,X125677920446699_X_.N,4,X125677920446699.N,Macrophage,N
X125677920479139.N,X125677920479139_X_.N,3,X125677920479139.N,Pro-angiogenesis Macrophage,N
X125677920709046.T,X125677920709046_Y_.T,1,X125677920709046.T,Effector/Memory CD8+ T cells,T
X125677920806827.N,X125677920806827_X_.N,11,X125677920806827.N,cDC1,N
X125677921221430.T,X125677921221430_Y_.T,5,X125677921221430.T,B Cell,T
X125677935119796.N,X125677935119796_X_.N,2,X125677935119796.N,Pro-angiogenesis Macrophage,N
X125677935454491.T,X125677935454491_Y_.T,1,X125677935454491.T,CD8+ T cell,T
X125677935900917.T,X125677935900917_Y_.T,5,X125677935900917.T,B Cell,T
X125677935967525.N,X125677935967525_X_.N,4,X125677935967525.N,Pro-angiogenesis Macrophage,N
X125677935970150.N,X125677935970150_X_.N,1,X125677935970150.N,Effector/Memory CD4+ T cells,N
X125677936004446.T,X125677936004446_Y_.T,4,X125677936004446.T,Macrophage,T
X125677947710774.N,X125677947710774_X_.N,2,X125677947710774.N,Pro-angiogenesis Macrophage,N
X125677948037411.T,X125677948037411_Y_.T,0,X125677948037411.T,T regulatory cells,T
X125677948057446.T,X125677948057446_Y_.T,4,X125677948057446.T,Phagocytosis Macrophage,T
X125677948325220.T,X125677948325220_Y_.T,4,X125677948325220.T,Macrophage,T
X125677966683052.T,X125677966683052_Y_.T,8,X125677966683052.T,Normal Fibroblast,T
